limb.1	Depdc2 (+33667)
limb.696	Emid2 (+18926), Mylc2pl (+170004)
limb.697	Pcolce (+381)
limb.698	Pdgfa (-2669)
limb.699	Unc84a (-25511), Prkar1b (-45468)
limb.700	Micall2 (+7925), Uncx4.1 (+181011)
limb.701	Card11 (-13105), Sdk1 (-227893)
limb.702	Zfp469 (-597)
limb.703	Zfp469 (-2735)
limb.704	Fscn1 (+41042), Rnf216 (+111597)
limb.705	Pscd3 (+34573), Usp42 (+75173)
limb.706	Gtf3a (-28349), Rasl11a (+75291)
limb.707	Gsx1 (-53984), Rpo1-3 (+57171)
limb.708	Ubl3 (-92737), Katnal1 (+283098)
limb.709	Uspl1 (-243)
limb.710	Alox5ap (-17083), Uspl1 (+63257)
limb.711	Alox5ap (+46742), Hsp110 (+315514)
limb.712	Hsp110 (+97927), Alox5ap (+264329)
limb.713	Kl (-29311), Pds5b (+249561)
limb.714	Stard13 (+47081), Kl (+190414)
limb.715	Stard13 (-178369), Rfc3 (+282645)
limb.716	Col1a2 (-21459), Bet1 (-397311)
limb.717	Casd1 (-46690), Col1a2 (+48679)
limb.718	Casd1 (-43428), Col1a2 (+51941)
limb.719	Slc25a13 (+210842), Dync1i1 (+280464)
limb.720	Slc25a13 (+189230), Dync1i1 (+302076)
limb.721	Tcfec (+195128), Mdfic (+982601)
limb.722	Capza2 (+53)
limb.723	Ankrd7 (+334195)
limb.724	Ing3 (+76461), Wnt16 (-262154)
limb.725	Lep (-77533), Lrrc4 (-150941)
limb.726	Zc3hc1 (-69616), Cpa2 (-81016)
limb.727	Cpa2 (-15716), Zc3hc1 (-134916)
limb.728	Cpa2 (-3116)
limb.729	Cpa2 (+2146), Cpa4 (-24588)
limb.730	Tsga14 (+11069), Cpa1 (+43392)
limb.731	Tsga14 (-281)
limb.732	Podxl (-32552), Plxna4 (+991729)
limb.733	Plxna4 (+408391), Podxl (-615890)
limb.734	Plxna4 (+219629), Podxl (-804652)
limb.735	4921528H16Rik (-51147), Exoc4 (+729151)
limb.736	Slc35b4 (+66028), 4921528H16Rik (+81578)
limb.737	Slc35b4 (+60053), 4921528H16Rik (+87553)
limb.738	BC064033 (-28560), Mtpn (+185086)
limb.739	Ptn (+72310), Chrm2 (+215841)
limb.740	Ptn (+26298), Chrm2 (+261853)
limb.741	Dgki (+88500), Ptn (-400115)
limb.742	Creb3l2 (+49663), Dgki (-92500)
limb.743	Creb3l2 (+34326), Dgki (-107837)
limb.744	Svopl (-67)
limb.745	Ezh2 (-56182), Pdia4 (+162310)
limb.746	Npvf (-351471), Nfe2l3 (-426806)
limb.747	Nfe2l3 (-380068), Npvf (-398209)
limb.748	Nfe2l3 (-312943), Npvf (-465334)
limb.749	Nfe2l3 (-253931), Npvf (-524346)
limb.750	Nfe2l3 (-235518), Npvf (-542759)
limb.751	Hoxa7 (-2679)
limb.752	Hoxa7 (-3754)
limb.753	Hoxa9 (+881)
limb.754	Hoxa9 (-557)
limb.755	Hoxa9 (-3419)
limb.756	Hoxa10 (+1262), Hoxa9 (-6307)
limb.757	Hoxa10 (-5263), Hoxa11 (+5565)
limb.758	Hoxa11 (+1015), Hoxa10 (-9813)
limb.759	Hoxa13 (-5039), Evx1 (-47579)
limb.760	Evx1 (+130134), Hibadh (+196668)
limb.761	Hibadh (+100168), Evx1 (+226634)
limb.762	Hibadh (+38568), Evx1 (+288234)
limb.763	Tax1bp1 (+125059), Jazf1 (+229788)
limb.764	Jazf1 (+120213), Tax1bp1 (+234634)
limb.765	Jazf1 (+100813), Tax1bp1 (+254034)
limb.766	Jazf1 (+80751), Tax1bp1 (+274096)
limb.767	Jazf1 (+48188), Tax1bp1 (+306659)
limb.768	Jazf1 (+44976), Tax1bp1 (+309871)
limb.769	Creb5 (+10258), 1200009O22Rik (+237062)
limb.770	Mmrn1 (+272439)
limb.771	4930544G11Rik (-28802), Prdm5 (+144845)
limb.772	Thnsl2 (+69444), 1700011F03Rik (-156010)
limb.773	Atoh8 (+46708), St3gal5 (+91256)
limb.774	Atoh8 (+18695), St3gal5 (+119269)
limb.775	Tgoln2 (-38732), Tcf3 (+133224)
limb.776	Tgoln2 (-60557), Tcf3 (+111399)
limb.777	Tcf3 (+77062), Tgoln2 (-94894)
limb.778	NONE
limb.779	Wbp1 (-746)
limb.780	Rtkn (+193)
limb.781	Dysf (+172493), Cyp26b1 (+401864)
limb.782	Dysf (+178455), Cyp26b1 (+395902)
limb.783	Dysf (+209568), Cyp26b1 (+364789)
limb.784	Dysf (+210718), Cyp26b1 (+363639)
limb.785	Cyp26b1 (+183502), Dysf (+390855)
limb.786	mKIAA0919 (+44895), Cyp26b1 (-430861)
limb.787	Fbxo41 (+10954), Cct7 (+39859)
limb.788	Antxr1 (+115931), Gfpt1 (+176994)
limb.789	Fbln2 (+23630), Wnt7a (+174975)
limb.790	Trh (-170321), Prickle2 (+291215)
limb.791	Adamts9 (-206799)
limb.792	Adamts9 (-683674), Magi1 (+740297)
limb.793	Magi1 (+371047)
limb.794	Magi1 (-52915), Slc25a26 (-163529)
limb.795	Lrig1 (+72251), Slc25a26 (+127546)
limb.796	C630007B19Rik (+25928), 1700123L14Rik (+27123)
limb.797	Lmod3 (+16436), Arl6ip5 (+25552)
limb.798	Foxp1 (+2872)
limb.799	Prok2 (-161727), Rybp (+399239)
limb.800	Rybp (+167089), Prok2 (-393877)
limb.801	Rybp (+66089), Prok2 (-494877)
limb.802	Ppp4r2 (+96331), Pdzrn3 (+447928)
limb.803	Pdzrn3 (+114153), Ppp4r2 (+430106)
limb.804	Pdzrn3 (+96878), Ppp4r2 (+447381)
limb.805	Sec13 (-58738), Atp2b2 (+242607)
limb.806	Atg7 (+124720), Vgll4 (+153907)
limb.807	Cxcl12 (-14455), C230095G01Rik (-437350)
limb.808	Cxcl12 (+238782), Zfp637 (-433897)
limb.809	Dcp1b (-191220), Ankrd26 (-421777)
limb.810	Dcp1b (-190570), Ankrd26 (-422427)
limb.811	Fbxl14 (+156097), Erc1 (+212267)
limb.812	Kiaa0819 (-43681), Mical3 (+55182)
limb.813	4933426K21Rik (-5465), Mfap5 (-21906)
limb.814	Slc2a3 (-23764), Foxj2 (-54228)
limb.815	Ptms (-1914)
limb.816	Gapdh (+8400), Chd4 (+61020)
limb.817	Tmem16b (+98589), Ntf3 (+355776)
limb.818	Tmem16b (+166477), Ntf3 (+287888)
limb.819	Ntf3 (+78238), Tmem16b (+376127)
limb.820	Ccnd2 (-1197)
limb.821	Ccnd2 (-3185)
limb.822	Ccnd2 (-4897)
limb.823	Cdkn1b (+7703), Ddx47 (-83500)
limb.824	Atf7ip (-49984), E330021D16Rik (-53298)
limb.825	Atf7ip (-48121), E330021D16Rik (-55161)
limb.826	Hist4h4 (+11049), Gucy2c (-11588)
limb.827	Arhgdib (-6313), Pde6h (-6493)
limb.828	Eps8 (+177790), Ptpro (+218865)
limb.829	Etnk1 (+332763), Sox5 (+709487)
limb.830	Etnk1 (+363713), Sox5 (+678537)
limb.831	Sox5 (+162037), Etnk1 (+880213)
limb.832	Sox5 (-1363)
limb.833	Sox5 (-103513), Bcat1 (+735819)
limb.834	Bcat1 (+260831), Sox5 (-578501)
limb.835	Bcat1 (+103769), Sox5 (-735563)
limb.836	Kras (-90489), Ifltd1 (+94207)
limb.837	Ifltd1 (+1607), Kras (-183089)
limb.838	Tuba3b (-10507), Ifltd1 (-170531)
limb.839	Pthlh (+85279), Klhdc5 (+87041)
limb.840	Ccdc91 (-48780), Pthlh (-163696)
limb.841	1110033J19Rik (+2235), Tmtc1 (+87461)
limb.842	Zfp524 (-209), Fiz1 (-1046)
limb.843	Zfp667 (-41781), Galp (+47709)
limb.844	AK046418 (-4885)
limb.845	Usp29 (+39799), Aurkc (-224845)
limb.846	Usp29 (+50911), Aurkc (-213733)
limb.847	Usp29 (+104736), Aurkc (-159908)
limb.848	Gng8 (-434)
limb.849	Fosb (-10119), Ercc1 (-24942)
limb.850	Tomm40 (-7529), Pvrl2 (+26517)
limb.851	Kcnn4 (+24681), Irgc1 (+50738)
limb.852	Akt2 (-13751), Pld3 (-38995)
limb.853	Actn4 (+38048), Capn12 (+42576)
limb.854	Sipa1l3 (+93566), Ppp1r14a (+122574)
limb.855	Sipa1l3 (+21141), Ppp1r14a (+194999)
limb.856	Zfp568 (+0)
limb.857	Kctd15 (-1766)
limb.858	Zfp536 (+431370), Tshz3 (+640264)
limb.859	1600014C10Rik (+8377), Plekhf1 (+36365)
limb.860	Ptov1 (-43)
limb.861	Abcc6 (+8205), Emp3 (-100677)
limb.862	Dbx1 (+124804), 5330421F07Rik (+265223)
limb.863	Gas2 (-106527), Slc17a6 (+150551)
limb.864	Gas2 (-46839), Slc17a6 (+210239)
limb.865	6620401M08Rik (+36300), Gas2 (+90573)
limb.866	Chrna7 (+192861), Peg12 (-555155)
limb.867	Snrpa1 (-21104), Pcsk6 (+177252)
limb.868	Adamts17 (+129942), Lysmd4 (-252931)
limb.869	Lysmd4 (-109531), Adamts17 (+273342)
limb.870	C330024D12Rik (+481)
limb.871	C330024D12Rik (-39807), LOC384639 (-314416)
limb.872	LOC384639 (-173866), C330024D12Rik (-180357)
limb.873	LOC384639 (-75791), C330024D12Rik (-278432)
limb.874	Nr2f2 (-264572)
limb.875	Nr2f2 (-383872)
limb.876	Mctp2 (+775080)
limb.877	Mctp2 (+759805)
limb.878	Mctp2 (+156318)
limb.879	St8sia2 (-159691), Slco3a1 (+381428)
limb.880	Sv2b (-53280), Akap13 (-195355)
limb.881	Sv2b (-122368), Akap13 (-126267)
limb.882	Homer2 (-20033), Btbd1 (+102604)
limb.883	Sh3gl3 (+123469), Adamtsl3 (-190359)
limb.884	Eftud1 (+412412), Tmc3 (-523878)
limb.885	Tmc3 (-294828), Eftud1 (+641462)
limb.886	Tmc3 (-125165), Eftud1 (+811125)
limb.887	Tmc3 (-109003), Eftud1 (+827287)
limb.888	Il16 (+31799), Stard5 (+71674)
limb.889	Mesdc2 (-78279), Il16 (-78488)
limb.890	Mesdc2 (-44629), Il16 (-112138)
limb.891	Fzd4 (+52397), Prss23 (+60795)
limb.892	Eed (-8)
limb.893	Picalm (-504)
limb.894	Odz4 (-490384)
limb.895	Odz4 (+173591), Nars2 (-567299)
limb.896	Nars2 (-341524), Odz4 (+399366)
limb.897	Nars2 (-300786), Odz4 (+440104)
limb.898	Nars2 (-299349), Odz4 (+441541)
limb.899	Nars2 (-294236), Odz4 (+446654)
limb.900	Nars2 (-290586), Odz4 (+450304)
limb.901	Nars2 (-158461), Odz4 (+582429)
limb.902	Nars2 (-148699), Odz4 (+592191)
limb.903	Tsku (-353)
limb.904	Wnt11 (+118721), Uvrag (+183547)
limb.905	P4ha3 (+2771), Ppme1 (+83605)
limb.906	Relt (+78496), Plekhb1 (-122534)
limb.907	Dchs1 (-21931), Mrpl17 (+32675)
limb.908	Olfr514 (+28360), Olfr513 (+42779)
limb.909	Zfp143 (-440)
limb.910	Eif4g2 (-39782), Galntl4 (+657165)
limb.911	Eif4g2 (-73219), Galntl4 (+623728)
limb.912	Galntl4 (+254440), Eif4g2 (-442507)
limb.913	Micalcl (+9193), Parva (-37557)
limb.914	Micalcl (+10018), Parva (-36732)
limb.915	Tead1 (+64181), 4632411J06Rik (-210188)
limb.916	4632411J06Rik (-127538), Tead1 (+146831)
limb.917	Sox6 (+397637), Insc (+805387)
limb.918	Sox6 (+379137), Insc (+823887)
limb.919	Sox6 (+370087), Insc (+832937)
limb.920	Sox6 (+349349), Insc (+853675)
limb.921	Sox6 (+327987), Insc (+875037)
limb.922	Arl6ip1 (+251)
limb.923	2310008H09Rik (+620)
limb.924	Mettl9 (+3029), Igsf6 (+37056)
limb.925	Hs3st2 (+157516), Scnn1g (-184695)
limb.926	Tnrc6a (-39273), Rbbp6 (+98952)
limb.927	Tnrc6a (-25748), Rbbp6 (+112477)
limb.928	Zkscan2 (-348925)
limb.929	Zkscan2 (-538963)
limb.930	Sbk1 (-670)
limb.931	Nupr1 (-8792), Ccdc101 (-15109)
limb.932	Zfp668 (+886), Zfp646 (-1764)
limb.933	Trim72 (+635)
limb.934	Brwd2 (+87025), Fgfr2 (+587846)
limb.935	Gpr26 (+48958), Cpxm2 (+139321)
limb.936	Mki67 (-164742)
limb.937	Mki67 (-360092), Mgmt (-835431)
limb.938	Mki67 (-515180), Mgmt (-680343)
limb.939	Mgmt (-552181), Mki67 (-643342)
limb.940	Mgmt (-504056), Mki67 (-691467)
limb.941	Mgmt (-286656), Mki67 (-908867)
limb.942	Mgmt (-49143)
limb.943	Ebf3 (+92640), Mgmt (+327194)
limb.944	Glrx3 (+119970), Tcerg1l (+840112)
limb.945	Dpysl4 (-67159), Bnip3 (-103624)
limb.946	Inpp5a (-24958), Lrrc27 (+151164)
limb.947	Athl1 (-1379)
limb.948	Muc5b (+1111), Tollip (+62223)
limb.949	Tnnt3 (-11785), Lsp1 (+15215)
limb.950	Mrpl23 (+5404), Igf2 (+120968)
limb.951	Mrpl23 (+15354), Igf2 (+111018)
limb.952	Mrpl23 (+19691), Igf2 (+106681)
limb.953	Mrpl23 (+21066), Igf2 (+105306)
limb.954	Mrpl23 (+38241), Igf2 (+88131)
limb.955	Tspan32 (+3442), Cd81 (-43662)
limb.956	Kcnq1 (+144229), Cdkn1c (+209513)
limb.957	Tpcn2 (+102456), Ccnd1 (-241546)
limb.958	Tpcn2 (+77494), Ccnd1 (-266508)
limb.959	BC003267 (+43468), Shcbp1 (+122896)
limb.960	Efnb2 (+557072)
limb.961	Efnb2 (-394753), Tmem28 (+715497)
limb.962	Irs2 (+83504), Myo16 (+771003)
limb.963	Col4a1 (+13792), Irs2 (-290508)
limb.964	Ing1 (+29985), Ankrd10 (+49638)
limb.965	Ankrd10 (-1099)
limb.966	1700018L24Rik (+210880), Sox1 (-344952)
limb.967	Dlgap2 (+225601), Cln8 (-567060)
limb.968	Ap3m2 (-2664)
limb.969	Myst3 (-98)
limb.970	Fgfr1 (-77468), Tacc1 (-239855)
limb.971	Fgfr1 (+24907), D030041N04Rik (+53817)
limb.972	Erlin2 (-350805), Thap1 (+514841)
limb.973	Erlin2 (-192380), Thap1 (+673266)
limb.974	Erlin2 (-190330), Thap1 (+675316)
limb.975	Erlin2 (-109355), Thap1 (+756291)
limb.976	Erlin2 (-49705), Thap1 (+815941)
limb.977	Gpr124 (+4213), Brf2 (+38578)
limb.978	Got1l1 (-11019), Adrb3 (+16022)
limb.979	Unc5d (-759193)
limb.980	Gtf2e2 (-23488), Gsr (+55316)
limb.981	Rbpms (+85937), Gtf2e2 (+111862)
limb.982	Dusp4 (-1176)
limb.983	Dlc1 (+1940), 6430573F11Rik (+122890)
limb.984	Dlc1 (-54948), A730069N07Rik (+283614)
limb.985	Dlc1 (-75298), A730069N07Rik (+263264)
limb.986	Pdgfrl (+55793), Mtus1 (+151692)
limb.987	Frg1 (-176010), Zfp353 (+491295)
limb.988	Enpp6 (-23266), Irf2 (+223884)
limb.989	Fbxo8 (+63920), Hand2 (-705929)
limb.990	Fbxo8 (+71695), Hand2 (-698154)
limb.991	Hmgb2 (-297)
limb.992	Cbr4 (+141770), Palld (+273136)
limb.993	Psd3 (-108665), Sh2d4a (-193494)
limb.994	Ssbp4 (-1566)
limb.995	Jund1 (-135)
limb.996	Klf2 (-194)
limb.997	Arhgap10 (-1132)
limb.998	Ednra (+12600), AI931714 (+162455)
limb.999	Ednra (-91112), Ttc29 (-397778)
limb.1000	Ttc29 (-242653), Ednra (-246237)
limb.1001	Mmaa (+85560), D630040G17Rik (+180940)
limb.1002	Gypa (-175381), Hhip (-260671)
limb.1003	Inpp4b (+97151), Il15 (+590193)
limb.1004	Cd97 (+1617), Ddx39 (+24353)
limb.1005	Lphn1 (-37813), Cd97 (-121733)
limb.1006	Nanos3 (-21500), Zswim4 (+38990)
limb.1007	Ier2 (+6821), Cacna1a (+194537)
limb.1008	Ier2 (-91)
limb.1009	Ier2 (-879)
limb.1010	Lyl1 (+11257), Nfix (+61655)
limb.1011	Lyl1 (+21482), Nfix (+51430)
limb.1012	Nfix (+31517), Lyl1 (+41395)
limb.1013	Cbln1 (+98478), BC004022 (-488874)
limb.1014	Zfp423 (+127806), Cbln1 (-359197)
limb.1015	Zfp423 (+122306), Cbln1 (-364697)
limb.1016	Zfp423 (+63506), Cbln1 (-423497)
limb.1017	Sall1 (-65558)
limb.1018	Sall1 (-346558), Tox3 (+959239)
limb.1019	Sall1 (-498870), Tox3 (+806927)
limb.1020	Tox3 (-97648), Chd9 (-382948)
limb.1021	Chd9 (+33152), Rbl2 (-208120)
limb.1022	Rbl2 (-115232), Chd9 (+126040)
limb.1023	Irx3 (+121535), Fto (+366300)
limb.1024	Aytl1a (+15102), Slc6a2 (-90764)
limb.1025	Csnk2a2 (+53789), Mmp15 (+82664)
limb.1026	NONE
limb.1027	Cdh11 (-146427)
limb.1028	Cdh11 (-198565)
limb.1029	Cdh11 (-529702), Cdh5 (-786886)
limb.1030	Cdh5 (-287348)
limb.1031	Ctcf (-13253), Agrp (-54990)
limb.1032	Cdh3 (+947)
limb.1033	Wwp2 (+36328), Psmd7 (+115756)
limb.1034	Psmd7 (-239144), Zfhx3 (-887018)
limb.1035	Psmd7 (-439344), Zfhx3 (-686818)
limb.1036	Pmfbp1 (-19314), Zfhx3 (+760069)
limb.1037	Maf (+504956), Wwox (+762242)
limb.1038	Dynlrb2 (-304264), Maf (-493857)
limb.1039	Dynlrb2 (-275039), Maf (-523082)
limb.1040	Plcg2 (-27615), 4933407C03Rik (+121506)
limb.1041	Zdhhc7 (-89904), Gins2 (+397699)
limb.1042	Zdhhc7 (-174841), Gins2 (+312762)
limb.1043	Zdhhc7 (-234379), Gins2 (+253224)
limb.1044	Foxl1 (+173653), Fbxo31 (+277453)
limb.1045	Fbxo31 (+200653), Foxl1 (+250453)
limb.1046	Zcchc14 (-36105), Jph3 (-42525)
limb.1047	Cbfa2t3h (+37564), Pabpnl1 (-38678)
limb.1048	Galnt2 (-12468), Taf5l (-197617)
limb.1049	Disc1 (+129768), Sipa1l2 (+308870)
limb.1050	Sipa1l2 (-34468), 4933403G14Rik (-142565)
limb.1051	1810063B05Rik (+52560), Tomm20 (+470742)
limb.1052	1810063B05Rik (+244198), Tomm20 (+279104)
limb.1053	Tomm20 (+119217), 1810063B05Rik (+404085)
limb.1054	Pard3 (+313793), Nrp1 (-981061)
limb.1055	Nrp1 (-549473), Pard3 (+745381)
limb.1056	Ddi1 (-401879), Dync2h1 (+508804)
limb.1057	Maml2 (-103202)
limb.1058	Maml2 (+60186), Mtmr2 (-65450)
limb.1059	Cep57 (-68711), Sesn3 (-385907)
limb.1060	Bmper (-213482), Bbs9 (+533879)
limb.1061	Bmper (-195344), Bbs9 (+552017)
limb.1062	Bmper (-192969), Bbs9 (+554392)
limb.1063	Bmper (-88457), Bbs9 (+658904)
limb.1064	2310005P05Rik (+45744)
limb.1065	Spata19 (+540957)
limb.1066	Hnt (+644213)
limb.1067	Fli1 (+46140), Kcnj1 (+101243)
limb.1068	Fli1 (-1673)
limb.1069	Ets1 (+24499)
limb.1070	Ets1 (+291149)
limb.1071	Ets1 (+366649)
limb.1072	Kirrel3 (-458788)
limb.1073	Rpusd4 (+59272), Cdon (-124892)
limb.1074	Rpusd4 (+72772), Cdon (-111392)
limb.1075	Cdon (-88754), Rpusd4 (+95410)
limb.1076	Cdon (-46404), Rpusd4 (+137760)
limb.1077	Cdon (-12929), Rpusd4 (+171235)
limb.1078	Ddx25 (+28286), Cdon (+78133)
limb.1079	Fez1 (+89679), Pknox2 (+213973)
limb.1080	Pknox2 (+116761), Fez1 (+186891)
limb.1081	Pknox2 (+94111), Fez1 (+209541)
limb.1082	Pknox2 (+92773), Fez1 (+210879)
limb.1083	Pknox2 (+32186), Fez1 (+271466)
limb.1084	2810457I06Rik (-55161), Sorl1 (+911634)
limb.1085	2810457I06Rik (-423274), Sorl1 (+543521)
limb.1086	Sorl1 (+357546), 2810457I06Rik (-609249)
limb.1087	Sorl1 (+246746), 2810457I06Rik (-720049)
limb.1088	Sorl1 (+233859), 2810457I06Rik (-732936)
limb.1089	Sorl1 (+211421), 2810457I06Rik (-755374)
limb.1090	Sorl1 (+199884), 2810457I06Rik (-766911)
limb.1091	Sorl1 (+188521), 2810457I06Rik (-778274)
limb.1092	Sorl1 (+186409), 2810457I06Rik (-780386)
limb.1093	Sorl1 (+173521), 2810457I06Rik (-793274)
limb.1094	Sc5d (-55260), Tecta (+80436)
limb.1095	Oaf (-13377), Trim29 (-58338)
limb.1096	Oaf (-29789), Trim29 (-41926)
limb.1097	Ddx6 (-23380), Blr1 (-55078)
limb.1098	Arcn1 (+30490), Treh (+64080)
limb.1099	Apoa1 (-20492), BC033915 (+195340)
limb.1100	Zfp259 (+108466)
limb.1101	D930028F11Rik (-257472), Cadm1 (+374291)
limb.1102	Zbtb16 (+80024), Nnmt (-150844)
limb.1103	Ncam1 (-162989), 1600029D21Rik (-532467)
limb.1104	Ncam1 (-163789), 1600029D21Rik (-531667)
limb.1105	Ncam1 (-240052), 1600029D21Rik (-455404)
limb.1106	Arid3b (+26726), Clk3 (-41646)
limb.1107	Stra6 (-16143), Cyp11a1 (+98189)
limb.1108	Stra6 (-15355), Cyp11a1 (+98977)
limb.1109	Islr (+723)
limb.1110	Neo1 (-116853), Adpgk (-138278)
limb.1111	Adpgk (-2366)
limb.1112	Pkm2 (+586)
limb.1113	Nr2e3 (-263115), Thsd4 (+297841)
limb.1114	Tle3 (-287547), Uaca (+290271)
limb.1115	Tle3 (-168947), Uaca (+408871)
limb.1116	Tle3 (-3485)
limb.1117	Tle3 (-2697)
limb.1118	Tle3 (+68778), Rplp1 (+473366)
limb.1119	Tle3 (+246415), Rplp1 (+295729)
limb.1120	Rplp1 (+224404), Tle3 (+317740)
limb.1121	Glce (-92456), Spesp1 (+119110)
limb.1122	Anp32a (+2516), Coro2b (+193100)
limb.1123	Itga11 (+47608), Fem1b (+86133)
limb.1124	Calml4 (+477)
limb.1125	Smad6 (+40540), Smad3 (-222787)
limb.1126	Rab11a (+73162), Megf11 (+278904)
limb.1127	2010321M09Rik (+237)
limb.1128	Car12 (-51048), Usp3 (-69714)
limb.1129	Rora (+141804), Narg2 (-602392)
limb.1130	Narg2 (-264767), Rora (+479429)
limb.1131	Narg2 (-50054), Rora (+694142)
limb.1132	Aldh1a2 (+110395), Grinl1a (+159672)
limb.1133	Nedd4 (+897)
limb.1134	Prtg (-43930), Nedd4 (+100997)
limb.1135	Prtg (+29995), Pygo1 (-88381)
limb.1136	Hmgcll1 (+23742), Gfral (+174938)
limb.1137	Sh3bgrl2 (+90768), Elovl4 (+166994)
limb.1138	Ibtk (+335515)
limb.1139	4922501C03Rik (-121621), Tbx18 (+354107)
limb.1140	4922501C03Rik (-146609), Tbx18 (+329119)
limb.1141	4922501C03Rik (-188421), Tbx18 (+287307)
limb.1142	Tbx18 (+20969), 4922501C03Rik (-454759)
limb.1143	Tbx18 (-254443), Nt5e (-341940)
limb.1144	Nt5e (-278227), Tbx18 (-318156)
limb.1145	Nt5e (-258765), Tbx18 (-337618)
limb.1146	Chst2 (+285988), Slc9a9 (+451373)
limb.1147	Spsb4 (+55748), Acpl2 (-73185)
limb.1148	Spsb4 (+46173), Acpl2 (-82760)
limb.1149	Clstn2 (+267785), Trim42 (-395424)
limb.1150	Anapc13 (+14258), Amotl2 (-73783)
limb.1151	Cdv3 (-32916), Bfsp2 (+81632)
limb.1152	Dusp7 (-27875), Alas1 (-92901)
limb.1153	Dusp7 (-12075), Alas1 (-108701)
limb.1154	Gnai2 (+8285), Sema3b (-21655)
limb.1155	Sema3f (-25682), Rbm5 (+34819)
limb.1156	Ube1l (+6803), 1700021K14Rik (-13393)
limb.1157	Pthr1 (-274)
limb.1158	Cmtm8 (+444)
limb.1159	Osbpl10 (+72516), Stt3b (+170626)
limb.1160	Gadl1 (+24065), Tgfbr2 (+241769)
limb.1161	Tgfbr2 (-208469), Rbms3 (+868721)
limb.1162	Rbms3 (+437609), Tgfbr2 (-639581)
limb.1163	Itga9 (+143211), Ctdspl (-176552)
limb.1164	Ctdspl (-63527), Itga9 (+256236)
limb.1165	Scn11a (-19527), Wdr48 (-49912)
limb.1166	Rpl14 (+119754), Ctnnb1 (-242205)
limb.1167	Ctnnb1 (-163580), Rpl14 (+198379)
limb.1168	Trak1 (-34513), Ulk4 (-55264)
limb.1169	Zfp445 (+251118), Abhd5 (+263217)
limb.2086	Mid1ip1 (+160531), OTTMUSG00000016790 (-433909)
limb.2087	Bcor (+74254), OTTMUSG00000016790 (+693866)
limb.2088	Atp6ap2 (-62720), Bcor (-445096)
limb.2089	Usp26 (-112923), Gpc4 (+254503)
limb.2090	Gpc3 (+168772), Gpc4 (-279897)
limb.2091	Gpc3 (+167197), Gpc4 (-281472)
limb.2092	Gpc3 (+62360), Gpc4 (-386309)
limb.2093	Plac1 (+28781), Hprt1 (+97546)
limb.2094	Plac1 (-12081), Mospd1 (+244006)
limb.2095	Ids (+45558), Aff2 (+959195)
limb.2096	Tbl1x (-77403)
limb.2097	Tmem47 (-237)
limb.2098	1600014K23Rik (+94063), Map3k7ip3 (-230273)
limb.2099	Il1rapl1 (+877314)
limb.2100	Rnf12 (+58635), Slc16a2 (-100661)
limb.2101	Pgk1 (-200)
limb.2102	3110007F17Rik (-272142), Nap1l3 (-434032)
limb.2103	Diap2 (+7256)
limb.2104	Amot (-23087)
limb.2105	Smc1a (+605)
